geometry,Crime Type:,Occurrence Date/Time:,Location:,City:,Neighbourhood:
"X: 492318.8587, Y: 5458667.7163, Z: NaN",Offence Against a Person,2021-10-10T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492435.0961, Y: 5458963.1141, Z: NaN",Offence Against a Person,2021-04-21T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492318.8587, Y: 5458667.7163, Z: NaN",Offence Against a Person,2021-01-11T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492318.8587, Y: 5458667.7163, Z: NaN",Offence Against a Person,2021-01-12T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492318.8587, Y: 5458667.7163, Z: NaN",Offence Against a Person,2021-10-21T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492265.9386, Y: 5458330.6871, Z: NaN",Offence Against a Person,2021-04-10T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492318.8587, Y: 5458667.7163, Z: NaN",Offence Against a Person,2021-03-06T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492435.0961, Y: 5458963.1141, Z: NaN",Offence Against a Person,2021-08-24T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492435.0961, Y: 5458963.1141, Z: NaN",Offence Against a Person,2021-07-01T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492570.5438, Y: 5458291.1461, Z: NaN",Offence Against a Person,2021-03-03T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492280.9961, Y: 5458528.5278, Z: NaN",Offence Against a Person,2021-10-07T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492435.0961, Y: 5458963.1141, Z: NaN",Offence Against a Person,2021-01-27T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492435.0961, Y: 5458963.1141, Z: NaN",Offence Against a Person,2021-03-20T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492435.0961, Y: 5458963.1141, Z: NaN",Offence Against a Person,2021-05-15T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492435.0961, Y: 5458963.1141, Z: NaN",Offence Against a Person,2021-07-24T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492435.0961, Y: 5458963.1141, Z: NaN",Offence Against a Person,2021-08-10T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492435.0961, Y: 5458963.1141, Z: NaN",Offence Against a Person,2021-10-05T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492435.0961, Y: 5458963.1141, Z: NaN",Offence Against a Person,2021-10-06T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492569.0205, Y: 5459010.0124, Z: NaN",Offence Against a Person,2021-04-06T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492569.0205, Y: 5459010.0124, Z: NaN",Offence Against a Person,2021-10-05T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492569.0205, Y: 5459010.0124, Z: NaN",Offence Against a Person,2021-12-27T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492435.0961, Y: 5458963.1141, Z: NaN",Offence Against a Person,2021-11-10T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492280.9961, Y: 5458528.5278, Z: NaN",Offence Against a Person,2021-08-15T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492435.0961, Y: 5458963.1141, Z: NaN",Offence Against a Person,2021-03-10T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492435.0961, Y: 5458963.1141, Z: NaN",Offence Against a Person,2021-06-03T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492318.8587, Y: 5458667.7163, Z: NaN",Offence Against a Person,2021-01-14T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492318.8587, Y: 5458667.7163, Z: NaN",Offence Against a Person,2021-02-10T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492435.0961, Y: 5458963.1141, Z: NaN",Offence Against a Person,2021-04-28T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492435.0961, Y: 5458963.1141, Z: NaN",Offence Against a Person,2021-01-16T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492435.0961, Y: 5458963.1141, Z: NaN",Offence Against a Person,2021-05-16T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492435.0961, Y: 5458963.1141, Z: NaN",Offence Against a Person,2021-05-31T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492435.0961, Y: 5458963.1141, Z: NaN",Offence Against a Person,2021-08-04T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492742.1058, Y: 5458429.1691, Z: NaN",Offence Against a Person,2021-01-07T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492569.0205, Y: 5459010.0124, Z: NaN",Offence Against a Person,2021-01-07T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492742.1058, Y: 5458429.1691, Z: NaN",Offence Against a Person,2021-04-07T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492786.321, Y: 5459127.9755, Z: NaN",Offence Against a Person,2021-04-29T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492742.1058, Y: 5458429.1691, Z: NaN",Offence Against a Person,2021-08-29T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492742.1058, Y: 5458429.1691, Z: NaN",Offence Against a Person,2021-11-15T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492742.1058, Y: 5458429.1691, Z: NaN",Offence Against a Person,2021-09-08T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492786.321, Y: 5459127.9755, Z: NaN",Offence Against a Person,2021-09-08T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492742.1058, Y: 5458429.1691, Z: NaN",Offence Against a Person,2021-11-16T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492777.2958, Y: 5459221.9935, Z: NaN",Offence Against a Person,2021-01-21T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492742.1058, Y: 5458429.1691, Z: NaN",Offence Against a Person,2021-04-17T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492742.1058, Y: 5458429.1691, Z: NaN",Offence Against a Person,2021-08-01T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492678.245, Y: 5459089.7977, Z: NaN",Offence Against a Person,2021-09-10T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492678.245, Y: 5459089.7977, Z: NaN",Offence Against a Person,2021-12-05T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492881.4517, Y: 5459065.8627, Z: NaN",Offence Against a Person,2021-08-31T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492742.1058, Y: 5458429.1691, Z: NaN",Offence Against a Person,2021-02-02T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492742.1058, Y: 5458429.1691, Z: NaN",Offence Against a Person,2021-03-30T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492742.1058, Y: 5458429.1691, Z: NaN",Offence Against a Person,2021-08-07T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492742.1058, Y: 5458429.1691, Z: NaN",Offence Against a Person,2021-10-02T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492742.1058, Y: 5458429.1691, Z: NaN",Offence Against a Person,2021-11-06T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492678.245, Y: 5459089.7977, Z: NaN",Offence Against a Person,2021-01-25T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492678.245, Y: 5459089.7977, Z: NaN",Offence Against a Person,2021-05-22T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492678.245, Y: 5459089.7977, Z: NaN",Offence Against a Person,2021-08-14T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492881.4517, Y: 5459065.8627, Z: NaN",Offence Against a Person,2021-08-15T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492742.1058, Y: 5458429.1691, Z: NaN",Offence Against a Person,2021-10-22T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492742.1058, Y: 5458429.1691, Z: NaN",Offence Against a Person,2021-07-05T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492786.321, Y: 5459127.9755, Z: NaN",Offence Against a Person,2021-11-12T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492742.1058, Y: 5458429.1691, Z: NaN",Offence Against a Person,2021-08-09T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492881.4517, Y: 5459065.8627, Z: NaN",Offence Against a Person,2021-11-03T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492881.4517, Y: 5459065.8627, Z: NaN",Offence Against a Person,2021-12-02T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492742.1058, Y: 5458429.1691, Z: NaN",Offence Against a Person,2021-03-16T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492742.1058, Y: 5458429.1691, Z: NaN",Offence Against a Person,2021-03-30T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492742.1058, Y: 5458429.1691, Z: NaN",Offence Against a Person,2021-05-14T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492742.1058, Y: 5458429.1691, Z: NaN",Offence Against a Person,2021-05-16T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492742.1058, Y: 5458429.1691, Z: NaN",Offence Against a Person,2021-09-11T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492742.1058, Y: 5458429.1691, Z: NaN",Offence Against a Person,2021-10-31T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492742.1058, Y: 5458429.1691, Z: NaN",Offence Against a Person,2021-11-05T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492881.4517, Y: 5459065.8627, Z: NaN",Offence Against a Person,2021-02-01T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492881.4517, Y: 5459065.8627, Z: NaN",Offence Against a Person,2021-05-05T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492881.4517, Y: 5459065.8627, Z: NaN",Offence Against a Person,2021-07-05T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492881.4517, Y: 5459065.8627, Z: NaN",Offence Against a Person,2021-08-07T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492881.4517, Y: 5459065.8627, Z: NaN",Offence Against a Person,2021-06-23T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492777.2958, Y: 5459221.9935, Z: NaN",Offence Against a Person,2021-06-29T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492742.1058, Y: 5458429.1691, Z: NaN",Offence Against a Person,2021-07-16T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492742.1058, Y: 5458429.1691, Z: NaN",Offence Against a Person,2021-10-16T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492881.4517, Y: 5459065.8627, Z: NaN",Offence Against a Person,2021-05-21T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492881.4517, Y: 5459065.8627, Z: NaN",Offence Against a Person,2021-08-13T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492742.1058, Y: 5458429.1691, Z: NaN",Offence Against a Person,2021-10-06T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492742.1058, Y: 5458429.1691, Z: NaN",Offence Against a Person,2021-10-24T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492786.321, Y: 5459127.9755, Z: NaN",Offence Against a Person,2021-05-28T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492881.4517, Y: 5459065.8627, Z: NaN",Offence Against a Person,2021-06-11T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492881.4517, Y: 5459065.8627, Z: NaN",Offence Against a Person,2021-05-16T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492786.321, Y: 5459127.9755, Z: NaN",Offence Against a Person,2021-02-25T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492110.6544, Y: 5458724.8083, Z: NaN",Offence Against a Person,2021-01-12T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492002.5725, Y: 5459041.3235, Z: NaN",Offence Against a Person,2021-07-19T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 492831.528, Y: 5458018.7094, Z: NaN",Offence Against a Person,2021-02-17T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492863.7363, Y: 5457463.1586, Z: NaN",Offence Against a Person,2021-01-18T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492863.7363, Y: 5457463.1586, Z: NaN",Offence Against a Person,2021-05-23T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492866.6331, Y: 5457744.739, Z: NaN",Offence Against a Person,2021-05-31T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492866.6331, Y: 5457744.739, Z: NaN",Offence Against a Person,2021-06-02T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492866.6331, Y: 5457744.739, Z: NaN",Offence Against a Person,2021-08-23T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492938.8379, Y: 5458424.7441, Z: NaN",Offence Against a Person,2021-05-12T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492938.8379, Y: 5458424.7441, Z: NaN",Offence Against a Person,2021-07-13T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492881.4517, Y: 5459065.8627, Z: NaN",Offence Against a Person,2021-06-13T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492881.4517, Y: 5459065.8627, Z: NaN",Offence Against a Person,2021-07-01T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492830.484, Y: 5457982.2022, Z: NaN",Offence Against a Person,2021-02-22T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492831.528, Y: 5458018.7094, Z: NaN",Offence Against a Person,2021-03-26T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492831.528, Y: 5458018.7094, Z: NaN",Offence Against a Person,2021-11-30T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492865.124, Y: 5457590.7807, Z: NaN",Offence Against a Person,2021-03-16T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492865.124, Y: 5457590.7807, Z: NaN",Offence Against a Person,2021-06-15T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492830.484, Y: 5457982.2022, Z: NaN",Offence Against a Person,2021-05-29T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492952.2067, Y: 5458220.684, Z: NaN",Offence Against a Person,2021-06-25T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492830.484, Y: 5457982.2022, Z: NaN",Offence Against a Person,2021-08-09T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492938.8379, Y: 5458424.7441, Z: NaN",Offence Against a Person,2021-03-23T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492952.2067, Y: 5458220.684, Z: NaN",Offence Against a Person,2021-07-09T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492952.2067, Y: 5458220.684, Z: NaN",Offence Against a Person,2021-10-11T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492830.484, Y: 5457982.2022, Z: NaN",Offence Against a Person,2021-03-25T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492938.8379, Y: 5458424.7441, Z: NaN",Offence Against a Person,2021-08-14T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492952.2067, Y: 5458220.684, Z: NaN",Offence Against a Person,2021-03-26T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492952.2067, Y: 5458220.684, Z: NaN",Offence Against a Person,2021-04-03T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492866.6331, Y: 5457744.739, Z: NaN",Offence Against a Person,2021-08-02T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492830.484, Y: 5457982.2022, Z: NaN",Offence Against a Person,2021-06-27T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492938.8379, Y: 5458424.7441, Z: NaN",Offence Against a Person,2021-12-27T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 493057.2855, Y: 5458620.9987, Z: NaN",Offence Against a Person,2021-01-08T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492938.8379, Y: 5458424.7441, Z: NaN",Offence Against a Person,2021-03-15T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492938.8379, Y: 5458424.7441, Z: NaN",Offence Against a Person,2021-05-01T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492938.8379, Y: 5458424.7441, Z: NaN",Offence Against a Person,2021-09-10T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492881.4517, Y: 5459065.8627, Z: NaN",Offence Against a Person,2021-01-30T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492881.4517, Y: 5459065.8627, Z: NaN",Offence Against a Person,2021-03-29T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492881.4517, Y: 5459065.8627, Z: NaN",Offence Against a Person,2021-08-08T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492881.4517, Y: 5459065.8627, Z: NaN",Offence Against a Person,2021-09-06T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492881.4517, Y: 5459065.8627, Z: NaN",Offence Against a Person,2021-12-03T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 493057.2855, Y: 5458620.9987, Z: NaN",Offence Against a Person,2021-07-11T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492938.8379, Y: 5458424.7441, Z: NaN",Offence Against a Person,2021-07-22T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 493057.2855, Y: 5458620.9987, Z: NaN",Offence Against a Person,2021-05-26T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492881.4517, Y: 5459065.8627, Z: NaN",Offence Against a Person,2021-10-13T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492831.528, Y: 5458018.7094, Z: NaN",Offence Against a Person,2021-02-27T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492831.528, Y: 5458018.7094, Z: NaN",Offence Against a Person,2021-04-19T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492831.528, Y: 5458018.7094, Z: NaN",Offence Against a Person,2021-10-06T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492881.4517, Y: 5459065.8627, Z: NaN",Offence Against a Person,2021-12-30T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492938.8379, Y: 5458424.7441, Z: NaN",Offence Against a Person,2021-05-31T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492938.8379, Y: 5458424.7441, Z: NaN",Offence Against a Person,2021-07-18T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492938.8379, Y: 5458424.7441, Z: NaN",Offence Against a Person,2021-01-13T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492938.8379, Y: 5458424.7441, Z: NaN",Offence Against a Person,2021-05-20T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492938.8379, Y: 5458424.7441, Z: NaN",Offence Against a Person,2021-05-22T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492938.8379, Y: 5458424.7441, Z: NaN",Offence Against a Person,2021-06-17T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492938.8379, Y: 5458424.7441, Z: NaN",Offence Against a Person,2021-06-18T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492938.8379, Y: 5458424.7441, Z: NaN",Offence Against a Person,2021-06-26T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492938.8379, Y: 5458424.7441, Z: NaN",Offence Against a Person,2021-08-12T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492938.8379, Y: 5458424.7441, Z: NaN",Offence Against a Person,2021-08-30T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492881.4517, Y: 5459065.8627, Z: NaN",Offence Against a Person,2021-07-24T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492881.4517, Y: 5459065.8627, Z: NaN",Offence Against a Person,2021-10-28T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 493057.2855, Y: 5458620.9987, Z: NaN",Offence Against a Person,2021-01-05T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 493057.2855, Y: 5458620.9987, Z: NaN",Offence Against a Person,2021-01-06T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492881.4517, Y: 5459065.8627, Z: NaN",Offence Against a Person,2021-01-05T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492952.2067, Y: 5458220.684, Z: NaN",Offence Against a Person,2021-02-26T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492952.2067, Y: 5458220.684, Z: NaN",Offence Against a Person,2021-11-15T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492938.8379, Y: 5458424.7441, Z: NaN",Offence Against a Person,2021-06-28T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 493057.2855, Y: 5458620.9987, Z: NaN",Offence Against a Person,2021-09-29T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 493057.2855, Y: 5458620.9987, Z: NaN",Offence Against a Person,2021-11-05T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492938.8379, Y: 5458424.7441, Z: NaN",Offence Against a Person,2021-04-06T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492881.4517, Y: 5459065.8627, Z: NaN",Offence Against a Person,2021-04-06T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492881.4517, Y: 5459065.8627, Z: NaN",Offence Against a Person,2021-04-30T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492881.4517, Y: 5459065.8627, Z: NaN",Offence Against a Person,2021-08-04T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492881.4517, Y: 5459065.8627, Z: NaN",Offence Against a Person,2021-08-15T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492881.4517, Y: 5459065.8627, Z: NaN",Offence Against a Person,2021-11-11T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492938.8379, Y: 5458424.7441, Z: NaN",Offence Against a Person,2021-11-26T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492881.4517, Y: 5459065.8627, Z: NaN",Offence Against a Person,2021-11-26T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 493050.1705, Y: 5458320.1795, Z: NaN",Offence Against a Person,2021-03-07T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492881.4517, Y: 5459065.8627, Z: NaN",Offence Against a Person,2021-10-03T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492938.8379, Y: 5458424.7441, Z: NaN",Offence Against a Person,2021-05-25T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492938.8379, Y: 5458424.7441, Z: NaN",Offence Against a Person,2021-07-10T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492938.8379, Y: 5458424.7441, Z: NaN",Offence Against a Person,2021-09-26T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492881.4517, Y: 5459065.8627, Z: NaN",Offence Against a Person,2021-04-29T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492881.4517, Y: 5459065.8627, Z: NaN",Offence Against a Person,2021-07-31T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 492881.4517, Y: 5459065.8627, Z: NaN",Offence Against a Person,2021-04-17T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
