geometry,Crime Type:,Occurrence Date/Time:,Location:,City:,Neighbourhood:
"X: 490290.6304, Y: 5453492.0438, Z: NaN",Offence Against a Person,2021-05-05T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Shaughnessy
"X: 490195.8452, Y: 5457226.215, Z: NaN",Offence Against a Person,2021-04-21T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Fairview
"X: 490195.8452, Y: 5457226.215, Z: NaN",Offence Against a Person,2021-06-19T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Fairview
"X: 490276.5213, Y: 5450173.5389, Z: NaN",Offence Against a Person,2021-01-10T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Marpole
"X: 490210.849, Y: 5450647.0262, Z: NaN",Offence Against a Person,2021-01-10T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Marpole
"X: 490260.7383, Y: 5455886.2602, Z: NaN",Offence Against a Person,2021-02-02T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Shaughnessy
"X: 490277.0066, Y: 5457046.03, Z: NaN",Offence Against a Person,2021-02-23T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Fairview
"X: 490276.5213, Y: 5450173.5389, Z: NaN",Offence Against a Person,2021-01-16T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Marpole
"X: 490505.6148, Y: 5450419.9136, Z: NaN",Offence Against a Person,2021-10-04T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Marpole
"X: 490276.5213, Y: 5450173.5389, Z: NaN",Offence Against a Person,2021-08-19T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Marpole
"X: 490310.8935, Y: 5450644.5816, Z: NaN",Offence Against a Person,2021-03-18T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Marpole
"X: 490310.8935, Y: 5450644.5816, Z: NaN",Offence Against a Person,2021-08-19T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Marpole
"X: 490073.0225, Y: 5451154.1062, Z: NaN",Offence Against a Person,2021-09-24T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Marpole
"X: 490333.7197, Y: 5451611.7621, Z: NaN",Offence Against a Person,2021-12-25T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Marpole
"X: 490427.8047, Y: 5451349.5931, Z: NaN",Offence Against a Person,2021-02-08T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Marpole
"X: 490388.3193, Y: 5457042.8105, Z: NaN",Offence Against a Person,2021-09-12T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Fairview
"X: 490348.7696, Y: 5453488.7732, Z: NaN",Offence Against a Person,2021-10-30T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Shaughnessy
"X: 490400.3402, Y: 5450177.802, Z: NaN",Offence Against a Person,2021-08-03T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Marpole
"X: 490388.3193, Y: 5457042.8105, Z: NaN",Offence Against a Person,2021-05-31T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Fairview
"X: 490310.8935, Y: 5450644.5816, Z: NaN",Offence Against a Person,2021-09-19T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Marpole
"X: 490424.0872, Y: 5456133.0167, Z: NaN",Offence Against a Person,2021-10-29T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Fairview
"X: 490310.8935, Y: 5450644.5816, Z: NaN",Offence Against a Person,2021-02-01T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Marpole
"X: 490591.9621, Y: 5455788.4099, Z: NaN",Offence Against a Person,2021-11-11T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Shaughnessy
"X: 490395.5924, Y: 5453279.0913, Z: NaN",Offence Against a Person,2021-05-19T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Oakridge
"X: 490781.8271, Y: 5456537.756, Z: NaN",Offence Against a Person,2021-05-16T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Fairview
"X: 490781.8271, Y: 5456537.756, Z: NaN",Offence Against a Person,2021-06-15T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Fairview
"X: 490446.8555, Y: 5457138.9823, Z: NaN",Offence Against a Person,2021-08-17T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Fairview
"X: 490201.7265, Y: 5454334.0262, Z: NaN",Offence Against a Person,2021-01-01T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Shaughnessy
"X: 490201.7265, Y: 5454334.0262, Z: NaN",Offence Against a Person,2021-11-10T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Shaughnessy
"X: 490201.7265, Y: 5454334.0262, Z: NaN",Offence Against a Person,2021-12-22T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Shaughnessy
"X: 490705.2842, Y: 5454542.231, Z: NaN",Offence Against a Person,2021-09-27T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Shaughnessy
"X: 490520.0045, Y: 5457209.4827, Z: NaN",Offence Against a Person,2021-11-14T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Fairview
"X: 490405.6989, Y: 5457426.0302, Z: NaN",Offence Against a Person,2021-12-19T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Fairview
"X: 490591.9621, Y: 5455788.4099, Z: NaN",Offence Against a Person,2021-03-21T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Shaughnessy
"X: 490427.8047, Y: 5451349.5931, Z: NaN",Offence Against a Person,2021-11-19T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Marpole
"X: 490427.8047, Y: 5451349.5931, Z: NaN",Offence Against a Person,2021-12-18T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Marpole
"X: 490615.5769, Y: 5457145.8514, Z: NaN",Offence Against a Person,2021-05-26T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Fairview
"X: 494609.9298, Y: 5451706.7962, Z: NaN",Offence Against a Person,2021-08-13T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Victoria-Fraserview
"X: 494654.3302, Y: 5454850.614, Z: NaN",Offence Against a Person,2021-03-05T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kensington-Cedar Cottage
"X: 494728.9904, Y: 5455292.888, Z: NaN",Offence Against a Person,2021-11-09T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kensington-Cedar Cottage
"X: 494698.2821, Y: 5455975.8698, Z: NaN",Offence Against a Person,2021-09-28T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kensington-Cedar Cottage
"X: 494781.4523, Y: 5452863.5404, Z: NaN",Offence Against a Person,2021-10-21T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Victoria-Fraserview
"X: 494609.0066, Y: 5451507.5479, Z: NaN",Offence Against a Person,2021-07-31T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Victoria-Fraserview
"X: 494701.3006, Y: 5453781.3797, Z: NaN",Offence Against a Person,2021-03-06T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kensington-Cedar Cottage
"X: 494647.2635, Y: 5454543.9693, Z: NaN",Offence Against a Person,2021-03-13T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kensington-Cedar Cottage
"X: 494921.5819, Y: 5456687.7277, Z: NaN",Offence Against a Person,2021-04-16T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Grandview-Woodland
"X: 494499.4953, Y: 5456627.0119, Z: NaN",Offence Against a Person,2021-07-07T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Grandview-Woodland
"X: 494616.3815, Y: 5456932.9931, Z: NaN",Offence Against a Person,2021-01-30T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Grandview-Woodland
"X: 494540.8525, Y: 5456115.4312, Z: NaN",Offence Against a Person,2021-04-02T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kensington-Cedar Cottage
"X: 494921.5819, Y: 5456687.7277, Z: NaN",Offence Against a Person,2021-09-24T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Grandview-Woodland
"X: 494540.8525, Y: 5456115.4312, Z: NaN",Offence Against a Person,2021-08-15T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kensington-Cedar Cottage
"X: 494499.4953, Y: 5456627.0119, Z: NaN",Offence Against a Person,2021-10-24T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Grandview-Woodland
"X: 494759.1627, Y: 5455292.5035, Z: NaN",Offence Against a Person,2021-04-27T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kensington-Cedar Cottage
"X: 494799.223, Y: 5455736.6462, Z: NaN",Offence Against a Person,2021-04-27T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kensington-Cedar Cottage
"X: 494742.2296, Y: 5454158.5847, Z: NaN",Offence Against a Person,2021-02-27T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kensington-Cedar Cottage
"X: 494921.5819, Y: 5456687.7277, Z: NaN",Offence Against a Person,2021-11-13T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Grandview-Woodland
"X: 494914.1981, Y: 5456011.6741, Z: NaN",Offence Against a Person,2021-04-25T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kensington-Cedar Cottage
"X: 494921.5819, Y: 5456687.7277, Z: NaN",Offence Against a Person,2021-12-09T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Grandview-Woodland
"X: 494825.2629, Y: 5455290.9068, Z: NaN",Offence Against a Person,2021-08-29T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kensington-Cedar Cottage
"X: 494825.2629, Y: 5455290.9068, Z: NaN",Offence Against a Person,2021-04-27T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kensington-Cedar Cottage
"X: 494921.5819, Y: 5456687.7277, Z: NaN",Offence Against a Person,2021-09-05T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Grandview-Woodland
"X: 494921.5819, Y: 5456687.7277, Z: NaN",Offence Against a Person,2021-03-17T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Grandview-Woodland
"X: 494926.3205, Y: 5457005.6708, Z: NaN",Offence Against a Person,2021-08-24T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Grandview-Woodland
"X: 494833.8824, Y: 5455735.9798, Z: NaN",Offence Against a Person,2021-09-07T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kensington-Cedar Cottage
"X: 494808.9158, Y: 5454972.542, Z: NaN",Offence Against a Person,2021-06-25T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kensington-Cedar Cottage
"X: 494887.9646, Y: 5455289.2474, Z: NaN",Offence Against a Person,2021-08-06T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kensington-Cedar Cottage
"X: 494752.0697, Y: 5451122.7077, Z: NaN",Offence Against a Person,2021-10-31T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Victoria-Fraserview
"X: 494892.6044, Y: 5455528.9928, Z: NaN",Offence Against a Person,2021-06-17T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kensington-Cedar Cottage
"X: 494943.6728, Y: 5454313.0779, Z: NaN",Offence Against a Person,2021-08-01T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kensington-Cedar Cottage
"X: 495060.5499, Y: 5456009.573, Z: NaN",Offence Against a Person,2021-09-30T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kensington-Cedar Cottage
"X: 495052.739, Y: 5454580.8431, Z: NaN",Offence Against a Person,2021-06-05T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kensington-Cedar Cottage
"X: 494975.3227, Y: 5454913.0116, Z: NaN",Offence Against a Person,2021-06-05T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kensington-Cedar Cottage
"X: 494972.1641, Y: 5452392.9707, Z: NaN",Offence Against a Person,2021-08-27T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Victoria-Fraserview
"X: 495024.7542, Y: 5452913.6086, Z: NaN",Offence Against a Person,2021-12-17T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Victoria-Fraserview
"X: 494975.3227, Y: 5454913.0116, Z: NaN",Offence Against a Person,2021-05-29T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kensington-Cedar Cottage
"X: 495024.7542, Y: 5452913.6086, Z: NaN",Offence Against a Person,2021-10-24T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Victoria-Fraserview
"X: 495001.8505, Y: 5453613.0988, Z: NaN",Offence Against a Person,2021-11-11T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kensington-Cedar Cottage
"X: 495048.0134, Y: 5454149.719, Z: NaN",Offence Against a Person,2021-02-21T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kensington-Cedar Cottage
"X: 495064.2079, Y: 5455284.8732, Z: NaN",Offence Against a Person,2021-09-09T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kensington-Cedar Cottage
"X: 495057.7543, Y: 5454694.799, Z: NaN",Offence Against a Person,2021-11-08T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kensington-Cedar Cottage
"X: 495052.739, Y: 5454580.8431, Z: NaN",Offence Against a Person,2021-03-01T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kensington-Cedar Cottage
"X: 491149.5309, Y: 5456629.3237, Z: NaN",Offence Against a Person,2021-09-11T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Fairview
"X: 491327.5899, Y: 5450512.0752, Z: NaN",Offence Against a Person,2021-05-16T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Marpole
"X: 491232.2034, Y: 5450733.7425, Z: NaN",Offence Against a Person,2021-12-17T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Marpole
"X: 491149.5309, Y: 5456629.3237, Z: NaN",Offence Against a Person,2021-04-27T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Fairview
"X: 491230.7707, Y: 5451819.9168, Z: NaN",Offence Against a Person,2021-10-28T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Oakridge
"X: 491213.3488, Y: 5454123.119, Z: NaN",Offence Against a Person,2021-03-20T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,South Cambie
"X: 491213.3488, Y: 5454123.119, Z: NaN",Offence Against a Person,2021-09-19T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,South Cambie
"X: 491262.7785, Y: 5456212.4311, Z: NaN",Offence Against a Person,2021-03-28T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Fairview
"X: 491248.0691, Y: 5455532.6916, Z: NaN",Offence Against a Person,2021-09-25T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,South Cambie
"X: 491232.2034, Y: 5450733.7425, Z: NaN",Offence Against a Person,2021-10-16T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Marpole
"X: 491217.7476, Y: 5452115.3044, Z: NaN",Offence Against a Person,2021-01-13T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Oakridge
"X: 491222.1366, Y: 5457113.1443, Z: NaN",Offence Against a Person,2021-07-15T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Fairview
"X: 491263.6484, Y: 5456237.8321, Z: NaN",Offence Against a Person,2021-02-28T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Fairview
"X: 491263.6484, Y: 5456237.8321, Z: NaN",Offence Against a Person,2021-03-30T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Fairview
"X: 491263.6484, Y: 5456237.8321, Z: NaN",Offence Against a Person,2021-04-01T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Fairview
"X: 491087.5191, Y: 5454836.0779, Z: NaN",Offence Against a Person,2021-12-17T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,South Cambie
"X: 491327.5899, Y: 5450512.0752, Z: NaN",Offence Against a Person,2021-11-26T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Marpole
"X: 491256.6427, Y: 5451584.974, Z: NaN",Offence Against a Person,2021-10-13T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Marpole
"X: 491241.489, Y: 5450934.8446, Z: NaN",Offence Against a Person,2021-07-17T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Marpole
"X: 491330.7531, Y: 5450610.5887, Z: NaN",Offence Against a Person,2021-05-06T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Marpole
"X: 491311.5165, Y: 5457213.0004, Z: NaN",Offence Against a Person,2021-05-14T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Fairview
"X: 491262.7785, Y: 5456212.4311, Z: NaN",Offence Against a Person,2021-11-03T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Fairview
"X: 491308.5336, Y: 5453022.7958, Z: NaN",Offence Against a Person,2021-12-06T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Oakridge
"X: 491469.78, Y: 5451266.3835, Z: NaN",Offence Against a Person,2021-09-19T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Marpole
"X: 491469.78, Y: 5451266.3835, Z: NaN",Offence Against a Person,2021-11-01T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Marpole
"X: 491307.1988, Y: 5453445.6663, Z: NaN",Offence Against a Person,2021-05-18T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,South Cambie
"X: 491330.7531, Y: 5450610.5887, Z: NaN",Offence Against a Person,2021-06-06T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Marpole
"X: 491458.1225, Y: 5457072.4957, Z: NaN",Offence Against a Person,2021-08-31T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Fairview
"X: 491361.8699, Y: 5450969.006, Z: NaN",Offence Against a Person,2021-07-04T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Marpole
"X: 491462.6654, Y: 5450693.1263, Z: NaN",Offence Against a Person,2021-06-12T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Marpole
"X: 491272.8377, Y: 5456521.8472, Z: NaN",Offence Against a Person,2021-06-02T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Fairview
"X: 491458.1225, Y: 5457072.4957, Z: NaN",Offence Against a Person,2021-01-25T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Fairview
"X: 491318.6952, Y: 5453848.2727, Z: NaN",Offence Against a Person,2021-08-17T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,South Cambie
"X: 491318.6952, Y: 5453848.2727, Z: NaN",Offence Against a Person,2021-11-01T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,South Cambie
"X: 491318.6952, Y: 5453848.2727, Z: NaN",Offence Against a Person,2021-11-29T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,South Cambie
"X: 491327.5899, Y: 5450512.0752, Z: NaN",Offence Against a Person,2021-03-01T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Marpole
"X: 491460.7143, Y: 5450966.4174, Z: NaN",Offence Against a Person,2021-03-01T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Marpole
"X: 491296.182, Y: 5457825.2085, Z: NaN",Offence Against a Person,2021-02-18T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491427.2447, Y: 5454501.7276, Z: NaN",Offence Against a Person,2021-10-19T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Riley Park
"X: 491537.8795, Y: 5456617.8736, Z: NaN",Offence Against a Person,2021-05-17T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Fairview
"X: 491453.2709, Y: 5457241.7383, Z: NaN",Offence Against a Person,2021-12-15T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Fairview
"X: 491420.0347, Y: 5457141.1028, Z: NaN",Offence Against a Person,2021-09-09T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Fairview
"X: 491409.8556, Y: 5453017.3007, Z: NaN",Offence Against a Person,2021-07-07T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Oakridge
"X: 491458.1225, Y: 5457072.4957, Z: NaN",Offence Against a Person,2021-07-21T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Fairview
"X: 491537.8795, Y: 5456617.8736, Z: NaN",Offence Against a Person,2021-01-28T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Fairview
"X: 491537.8795, Y: 5456617.8736, Z: NaN",Offence Against a Person,2021-03-21T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Fairview
"X: 491537.8795, Y: 5456617.8736, Z: NaN",Offence Against a Person,2021-03-29T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Fairview
"X: 491537.8795, Y: 5456617.8736, Z: NaN",Offence Against a Person,2021-05-17T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Fairview
"X: 491458.1225, Y: 5457072.4957, Z: NaN",Offence Against a Person,2021-02-04T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Fairview
"X: 491458.1225, Y: 5457072.4957, Z: NaN",Offence Against a Person,2021-07-18T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Fairview
"X: 491537.8795, Y: 5456617.8736, Z: NaN",Offence Against a Person,2021-04-10T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Fairview
"X: 491537.8795, Y: 5456617.8736, Z: NaN",Offence Against a Person,2021-05-07T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Fairview
"X: 491537.8795, Y: 5456617.8736, Z: NaN",Offence Against a Person,2021-11-02T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Fairview
"X: 491537.8795, Y: 5456617.8736, Z: NaN",Offence Against a Person,2021-08-28T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Fairview
"X: 488678.1568, Y: 5453751.8033, Z: NaN",Offence Against a Person,2021-03-24T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Arbutus Ridge
"X: 488904.7384, Y: 5456068.6676, Z: NaN",Offence Against a Person,2021-10-08T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kitsilano
"X: 488715.2724, Y: 5457381.357, Z: NaN",Offence Against a Person,2021-05-02T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kitsilano
"X: 488701.2812, Y: 5453022.8686, Z: NaN",Offence Against a Person,2021-09-22T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kerrisdale
"X: 488725.244, Y: 5457770.6793, Z: NaN",Offence Against a Person,2021-06-01T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kitsilano
"X: 488904.3002, Y: 5457986.9095, Z: NaN",Offence Against a Person,2021-01-25T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kitsilano
"X: 488715.2724, Y: 5457381.357, Z: NaN",Offence Against a Person,2021-09-22T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kitsilano
"X: 488723.2014, Y: 5454056.751, Z: NaN",Offence Against a Person,2021-12-13T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Shaughnessy
"X: 488715.2724, Y: 5457381.357, Z: NaN",Offence Against a Person,2021-06-12T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kitsilano
"X: 488812.8597, Y: 5456542.1183, Z: NaN",Offence Against a Person,2021-06-01T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kitsilano
"X: 488808.8404, Y: 5456690.9063, Z: NaN",Offence Against a Person,2021-01-13T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kitsilano
"X: 488984.3627, Y: 5457764.2066, Z: NaN",Offence Against a Person,2021-11-23T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kitsilano
"X: 488933.8283, Y: 5453746.9925, Z: NaN",Offence Against a Person,2021-12-25T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Shaughnessy
"X: 488805.3304, Y: 5452572.8064, Z: NaN",Offence Against a Person,2021-02-11T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kerrisdale
"X: 488927.6739, Y: 5453430.3921, Z: NaN",Offence Against a Person,2021-02-01T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kerrisdale
"X: 488990.3612, Y: 5457984.4686, Z: NaN",Offence Against a Person,2021-05-25T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kitsilano
"X: 488715.2724, Y: 5457381.357, Z: NaN",Offence Against a Person,2021-10-16T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kitsilano
"X: 488984.3627, Y: 5457764.2066, Z: NaN",Offence Against a Person,2021-06-09T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kitsilano
"X: 488715.2724, Y: 5457381.357, Z: NaN",Offence Against a Person,2021-01-16T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kitsilano
"X: 488860.5034, Y: 5452430.5638, Z: NaN",Offence Against a Person,2021-05-19T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kerrisdale
"X: 489094.2583, Y: 5454791.8179, Z: NaN",Offence Against a Person,2021-05-12T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Arbutus Ridge
"X: 488984.3627, Y: 5457764.2066, Z: NaN",Offence Against a Person,2021-05-03T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kitsilano
"X: 489196.4532, Y: 5455849.3146, Z: NaN",Offence Against a Person,2021-03-05T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Shaughnessy
"X: 489348.6958, Y: 5457557.8118, Z: NaN",Offence Against a Person,2021-06-12T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kitsilano
"X: 488990.3612, Y: 5457984.4686, Z: NaN",Offence Against a Person,2021-09-30T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kitsilano
"X: 488715.2724, Y: 5457381.357, Z: NaN",Offence Against a Person,2021-02-14T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kitsilano
"X: 489348.6958, Y: 5457557.8118, Z: NaN",Offence Against a Person,2021-04-05T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kitsilano
"X: 489009.5832, Y: 5458179.4241, Z: NaN",Offence Against a Person,2021-05-29T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kitsilano
"X: 489161.8028, Y: 5457759.6962, Z: NaN",Offence Against a Person,2021-10-13T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kitsilano
"X: 489132.3005, Y: 5453419.2233, Z: NaN",Offence Against a Person,2021-08-13T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kerrisdale
